scenario_id,timestamp,alpha_legit,alpha_legit_std,kurtosis_legit,kurtosis_legit_std,hurst_legit,hurst_legit_std,alpha_anom,alpha_anom_std,kurtosis_anom,kurtosis_anom_std,hurst_anom,hurst_anom_std,c0,c1,N,domain_size,scenario,n_seeds,ambient,delta_alpha,delta_kurtosis,delta_hurst,rho,sqrt_rho,sigma_c_mean,sigma_c_std,sigma_c_lo,sigma_c_hi,theta_c_mean,theta_c_std,theta_c_lo,theta_c_hi,status,error_msg
40,2025-11-14T05:23:09.194640,3.2276635386617727,0.5597075990551332,7.173876939382849,1.2014496451980863,0.6594105105699194,0.06659936341403674,2.836527743093378,0.37993026982193434,13.182802098142428,3.8982233079531685,0.5139953891650324,0.042517325070411074,0.38496917024055394,0.07555450965159469,562,75,RingSwarm,50,0.75,0.3911357955683945,6.008925158759579,0.145415121404887,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
42,2025-11-14T05:58:36.934607,3.1512335879613493,0.3655702122418417,3.2968704744979513,1.8382071706869725,0.6986154789565475,0.04609227410551961,3.596759039044759,0.7660663734720792,3.8466907952348395,2.504563611588515,0.6079163746472117,0.12273111414968206,0.4729747435390095,0.2625624241804976,562,75,RingSwarm,50,0.75,0.4455254510834097,0.5498203207368881,0.09069910430933581,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
44,2025-11-14T06:34:05.727203,2.237000065848259,0.5727842085664244,6.498513562701629,1.707836212158857,0.6455335941234824,0.047731854046472955,1.9112809750508284,0.40344203185256766,19.568794988753343,0.8401189679846416,0.7493856860644961,0.07581964337464517,0.3144889921188484,0.4825177342343156,562,75,RingSwarm,50,0.75,0.32571909079743055,13.070281426051714,0.10385209194101364,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
46,2025-11-14T07:09:38.334358,3.0375124089064993,0.29017024963445026,6.151945998500724,1.8659414826315346,0.5795936275603814,0.043134670687956844,1.567352408877701,0.3393252381423396,4.027821938881189,0.7153363914564759,0.8177324969833313,0.052716472458381715,0.2657613208617415,0.3235711619837692,562,75,RingSwarm,50,0.75,1.4701600000287982,2.124124059619535,0.23813886942294993,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
48,2025-11-14T07:45:10.943095,3.4320096798509483,0.5735589427878552,6.37285744591504,1.7784305236283129,0.45225082074382866,0.10155055501269653,2.3248475452854467,0.5739615458441611,16.25358199992148,3.4525861467361785,0.6132840980971,0.11077121282003996,0.4278111136495423,0.5221888863504576,562,75,RingSwarm,50,0.75,1.1071621345655016,9.88072455400644,0.1610332773532714,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
50,2025-11-14T08:20:43.180267,3.0790345117534934,0.7360130091833976,7.914134701230999,0.9205027425388368,0.4928300518400499,0.03529893190900541,1.2179649432192083,0.4498594110687492,17.82421809469097,0.8046661988398929,0.5881047684259585,0.060798096605525036,0.1756038977125703,0.5858071906338588,562,75,RingSwarm,50,0.75,1.861069568534285,9.91008339345997,0.09527471658590858,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
52,2025-11-14T08:56:17.176960,3.4061795286303527,0.28338069463849147,3.412249160611657,1.4877961580697003,0.6819330397790504,0.11057078921196181,2.784461040675371,0.7283621723292681,8.832547260505107,3.3118854990185147,0.6192452868005397,0.0963800136880634,0.5867981732215577,0.4095767225919014,562,75,RingSwarm,50,0.75,0.6217184879549817,5.420298099893451,0.0626877529785107,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
54,2025-11-14T09:31:49.684136,2.0466770570317805,0.5996835384588931,4.507417168521837,1.6981569215790417,0.5963730651750418,0.05913291827791965,3.8149347054879694,0.2166341535540338,15.286922365032897,3.978935181527252,0.6122305102226697,0.0679124919569036,0.14007830758568157,0.4420178357847088,562,75,RingSwarm,50,0.75,1.768257648456189,10.77950519651106,0.01585744504762787,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
56,2025-11-14T10:07:22.429978,3.6760614018655295,0.41196615670563297,7.342242087850159,1.8147264035286863,0.5099204718866551,0.049151867894604725,1.7475884081067377,0.24150316868745292,11.924565117162912,1.5494532412484376,0.4890731487069103,0.09807684512270227,0.07527906243740076,0.42161796346666,562,75,RingSwarm,50,0.75,1.9284729937587919,4.582323029312753,0.020847323179744803,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
58,2025-11-14T10:42:55.345974,2.772027661672278,0.673298433399039,3.4984770802937777,2.480410791200984,0.5074717718199234,0.07364348392563995,3.6773179646327794,0.5728721753701991,17.37018129093061,3.491838026737764,0.40783472032611756,0.09440073094880151,0.5979801303054731,0.28758002340169414,562,75,RingSwarm,50,0.75,0.9052903029605015,13.871704210636832,0.09963705149380586,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
60,2025-11-14T11:18:29.999843,2.419950120488235,0.7858447657324277,7.969757239195448,2.1343681542785577,0.6483435568221463,0.03415986184409843,2.8609879594557728,0.639580902082149,16.034622530370747,3.419269152593213,0.8327394024143604,0.08107210992170412,0.1436551188533865,0.5461961589814438,562,75,RingSwarm,50,0.75,0.4410378389675378,8.064865291175298,0.1843958455922141,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
62,2025-11-14T11:54:03.134020,3.015600550091357,0.3689547231595023,4.871076795618708,1.1159074396216722,0.6472124652197756,0.056932113957535974,3.581571849811331,0.44733491469381437,15.881793324026598,0.9107660725798024,0.5812521329839916,0.10834056255030046,0.1892499460246127,0.44313804776854543,562,75,RingSwarm,50,0.75,0.565971299719974,11.01071652840789,0.06596033223578401,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
64,2025-11-14T12:34:20.761648,2.650887546572514,0.6521574942780255,4.997770806381547,0.505911950794534,0.5479189500152519,0.10411330082882618,3.1597470305448594,0.5618222103916085,19.821464035485118,1.6364323655947313,0.4877540440990343,0.1202134339022329,0.06072232008039546,0.162975748655468,562,75,RingSwarm,50,0.75,0.5088594839723455,14.82369322910357,0.06016490591621765,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
66,2025-11-14T14:05:02.832085,3.675338754706531,0.2896960934307198,4.398076255700213,2.1445922673688207,0.43564946328396326,0.06928767670304646,2.2735422159677037,0.5979544968354942,11.705425221280645,2.6366798951977914,0.5334048823110928,0.03379036475339663,0.11716430725758809,0.32706727912881195,562,75,RingSwarm,50,0.75,1.4017965387388274,7.307348965580433,0.09775541902712959,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
68,2025-11-14T15:30:17.655784,3.0750208139938,0.7926064951245777,2.5047197718703096,2.1524480446855776,0.48053358477200336,0.05060682092616821,1.6284525956731333,0.30856430520058103,19.872683551511223,2.8069580584071163,0.40258142065039715,0.13076984067531155,0.500575162730991,0.4494248372690089,562,75,RingSwarm,50,0.75,1.4465682183206665,17.367963779640913,0.07795216412160622,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
70,2025-11-14T16:54:42.038617,3.384045584405922,0.7714180305575555,7.715100624407222,1.5301249628119442,0.5541082737267242,0.057194280145510756,1.5060882324226623,0.4591398719723637,16.495673467634816,3.427438800786529,0.5839395621295106,0.13349979873966122,0.20752700107775135,0.2961668499278114,562,75,RingSwarm,50,0.75,1.8779573519832595,8.780572843227594,0.02983128840278637,0.09991111111111112,0.31608718909679195,0.3559399999999999,0.029252630650934624,0.353,0.353,0.11250807408711211,0.009246381796140585,0.11157877775116755,0.11157877775116755,completed,
72,2025-11-14T18:19:06.759292,3.165095279486464,0.6446466806838143,5.508080584386448,1.6296012185731361,0.5185163296163446,0.0607889890029676,3.1188808036005717,0.739787317398501,12.739588613808328,3.077077947070845,0.642063771634054,0.12589208815477854,0.522018263541344,0.12177541951918484,562,75,RingSwarm,50,0.75,0.04621447588589245,7.23150802942188,0.1235474420177094,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
74,2025-11-14T19:44:33.162099,3.0306305502667996,0.3807102119981228,3.0267193987011973,2.3874967719267506,0.6183449657925646,0.08765985181383357,1.795529100665279,0.36360450834294794,9.775288407967663,3.2137141721012976,0.41602197113746675,0.13133324365858945,0.4274533065584642,0.23232865158505123,562,75,RingSwarm,50,0.75,1.2351014496015207,6.748569009266466,0.20232299465509784,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
76,2025-11-14T21:09:37.325081,2.754718035353288,0.31402864593116997,3.9032038863780363,2.0212582891169557,0.529586063450592,0.10984798893969573,1.6990993973653938,0.43566772706668017,18.112018056089745,1.4104484375039499,0.4361314140614675,0.0834426682382825,0.2826009967577545,0.5664611933182984,562,75,RingSwarm,50,0.75,1.055618637987894,14.208814169711708,0.09345464938912451,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
78,2025-11-14T22:33:40.453180,3.3308427194555907,0.5008906299083573,6.516968463510848,1.1223600704470997,0.4682686860347232,0.08079310991698449,3.7431808084519513,0.43859876057638675,14.2757297468192,0.8756470902202944,0.4442822402478873,0.05787859827210376,0.15214783802287235,0.3703482305086986,562,75,RingSwarm,50,0.75,0.4123380889963606,7.758761283308353,0.023986445786835897,0.09991111111111112,0.31608718909679195,0.353,0.0,0.353,0.353,0.11157877775116755,0.0,0.11157877775116755,0.11157877775116755,completed,
